Longitude,Latitude,Accident_Severity,Date,Day_of_Week,Time,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Carriageway_Hazards,Urban_or_Rural_Area
-3.096384,54.195965,2,06/01/2016,4,17:40,1,1,1,0,1
-3.190534,54.193345,3,21/02/2016,1,16:30,1,2,5,0,2
-3.270104,54.209466,3,19/01/2016,3,14:00,1,1,1,0,2
-3.199551,54.111966,3,21/01/2016,5,17:58,4,1,2,0,1
-3.066938,54.223319,3,13/02/2016,7,13:30,1,1,1,0,2
-3.202381,54.123596,3,22/02/2016,2,18:41,4,1,2,0,1
-3.206109,54.111281,3,06/01/2016,4,18:18,4,9,2,0,1
-3.091169,54.173704,3,15/01/2016,6,21:25,6,8,4,0,2
-3.225325,54.111356,3,13/01/2016,4,15:10,1,2,2,0,1
-3.188876,54.163871,2,11/01/2016,2,07:38,1,1,2,0,2
-3.231797,54.104162,3,12/01/2016,3,16:45,4,2,2,0,1
-3.185579,54.155707,3,14/01/2016,5,14:30,1,1,1,0,2
-3.225712,54.117195,3,11/01/2016,2,08:56,1,1,1,0,1
-3.297994,54.213816,3,16/01/2016,7,10:00,1,1,3,0,2
-3.216862,54.278173,3,14/01/2016,5,16:30,6,1,2,0,2
-3.231169,54.11189,2,14/01/2016,5,13:00,1,1,1,0,1
-3.199543,54.129673,2,18/01/2016,2,15:20,4,1,1,0,1
-3.215849,54.130453,3,20/01/2016,4,20:50,4,1,2,0,1
-3.202472,54.123541,3,23/01/2016,7,20:18,4,2,2,0,1
-3.095948,54.191627,3,22/01/2016,6,05:06,4,2,2,0,1
-3.178084,54.153866,2,20/01/2016,4,09:55,1,1,1,0,2
-2.894326,54.212257,3,22/01/2016,6,14:00,1,1,2,0,2
-3.173387,54.164832,3,28/01/2016,5,15:59,1,2,2,0,2
-3.353901,54.313411,3,27/01/2016,4,06:30,6,7,2,0,2
-3.231326,54.115627,3,04/02/2016,5,12:58,1,1,2,0,1
-3.18983,54.163503,3,04/02/2016,5,12:13,1,1,1,0,2
-3.23158,54.113872,3,08/02/2016,2,19:08,4,2,2,0,1
-3.221477,54.107926,2,03/03/2016,5,12:45,1,9,1,0,1
-2.832351,54.252176,3,04/02/2016,5,06:50,6,2,2,0,2
-3.236535,54.120481,3,04/02/2016,5,17:05,4,1,1,0,1
-3.238376,54.116031,3,01/02/2016,2,16:30,1,4,1,0,1
-3.121688,54.181665,2,03/03/2016,5,07:21,1,1,2,0,2
-3.11026,54.258403,3,08/02/2016,2,15:30,1,4,2,0,2
-3.22112,54.109853,3,08/02/2016,2,08:04,1,1,2,0,1
-3.234222,54.132783,3,08/03/2016,3,07:50,1,2,2,0,1
-3.209411,54.124325,3,10/02/2016,4,08:50,1,1,1,0,1
-3.218251,54.111662,2,11/02/2016,5,06:40,4,8,4,0,1
-3.253947,54.107799,3,07/03/2016,2,17:00,1,1,1,0,1
-3.213791,54.141197,3,08/03/2016,3,19:20,4,1,1,0,1
-3.058004,54.237437,3,09/03/2016,4,10:15,1,1,1,0,2
-3.185579,54.155707,3,11/01/2016,2,12:20,1,9,2,0,2
-3.23372,54.112789,3,16/03/2016,4,15:45,1,9,1,0,1
-3.221684,54.11968,3,15/03/2016,3,15:05,1,1,1,0,1
-3.156446,54.117026,3,15/03/2016,3,20:04,6,1,1,0,2
-2.970347,54.267565,3,18/03/2016,6,16:33,1,1,1,0,2
-3.095825,54.185256,3,17/03/2016,5,17:45,1,1,1,0,1
-2.98348,54.188392,3,19/03/2016,7,17:01,1,1,1,0,2
-3.232369,54.112102,3,23/03/2016,4,14:10,1,1,1,0,1
-3.20024,54.161718,3,23/03/2016,4,16:36,1,1,1,0,2
-3.269977,54.210322,3,11/03/2016,6,10:30,1,1,1,0,2
-3.052917,54.228664,3,27/03/2016,1,14:53,1,1,2,0,2
-3.221465,54.136661,2,29/03/2016,3,16:30,1,1,1,0,1
-3.201112,54.147949,3,30/03/2016,4,14:37,1,1,1,0,2
-3.25937,54.110618,3,25/03/2016,6,15:00,1,1,1,0,1
-2.967446,54.26695,3,05/04/2016,3,07:35,1,1,2,0,2
-2.904353,54.222006,3,29/03/2016,3,08:50,1,8,4,0,2
-3.121894,54.181376,3,11/04/2016,2,17:40,1,1,1,0,2
