Longitude,Latitude,Accident_Severity,Date,Day_of_Week,Time,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Carriageway_Hazards,Urban_or_Rural_Area
-4.733815,50.3438,2,03/01/2016,1,14:35,1,1,1,0,2
-4.394408,50.416384,3,02/01/2016,7,14:11,1,2,2,0,2
-4.815287,50.329756,2,23/01/2016,7,16:27,1,2,2,0,2
-4.663308,50.507638,3,27/01/2016,4,21:16,6,1,1,0,2
-5.078936,50.412711,3,10/01/2016,1,13:05,1,1,2,0,1
-4.614464,50.457645,3,05/02/2016,6,20:50,6,2,2,0,2
-4.353975,50.634312,2,23/02/2016,3,10:50,1,1,2,0,2
-5.076163,50.409456,3,07/03/2016,2,02:30,4,1,2,0,1
-4.818317,50.340351,3,06/03/2016,1,19:18,4,2,2,0,1
-5.093422,50.224088,3,06/03/2016,1,19:23,6,2,2,0,2
-4.923081,50.395092,2,07/03/2016,2,10:12,1,1,1,0,2
-5.033058,50.304484,3,07/03/2016,2,17:30,1,1,2,0,2
-4.587259,50.541789,2,09/03/2016,4,08:20,1,5,2,0,2
-5.013848,50.15917,3,04/03/2016,6,23:38,6,1,1,0,2
-4.909422,50.47141,2,13/03/2016,1,16:10,1,1,1,0,2
-5.056748,50.337445,3,31/03/2016,5,16:13,1,1,1,0,2
-4.539306,50.451044,3,18/03/2016,6,18:15,1,1,1,0,2
-4.711882,50.357294,3,19/03/2016,7,12:00,1,1,1,0,2
-5.050843,50.263276,3,21/03/2016,2,21:58,4,2,1,0,1
-4.949031,50.372667,3,24/03/2016,5,17:54,1,2,2,0,2
-5.048778,50.260173,3,21/03/2016,2,09:20,1,1,1,0,1
-4.720504,50.576278,3,27/03/2016,1,21:30,6,5,2,0,2
-4.859301,50.343101,3,17/03/2016,5,13:00,1,1,1,0,2
-5.090066,50.221631,3,06/04/2016,4,09:30,1,1,1,0,2
-4.699172,50.42814,3,06/04/2016,4,11:07,1,1,2,0,2
-5.036821,50.268304,3,03/04/2016,1,02:50,4,2,2,0,1
-4.855715,50.507095,3,20/03/2016,1,16:12,1,1,1,0,2
-4.426931,50.505613,3,06/04/2016,4,19:38,1,4,2,0,2
-4.352995,50.632524,3,18/03/2016,6,07:59,1,1,1,0,2
-4.678341,50.459475,3,11/04/2016,2,08:30,1,1,2,0,2
-4.93148,50.394601,3,11/04/2016,2,21:54,4,1,1,0,2
-5.090715,50.372197,3,13/04/2016,4,22:28,6,1,1,0,2
-4.76217,50.489717,3,21/03/2016,2,08:30,1,1,1,0,2
-4.59112,50.454866,3,23/03/2016,4,17:00,1,1,1,0,2
-5.056409,50.254871,3,23/03/2016,4,17:20,1,1,1,0,1
-4.456366,50.359539,3,10/04/2016,1,04:38,4,1,1,0,2
-4.752983,50.59668,3,13/04/2016,4,17:15,1,1,1,0,2
-5.072157,50.328798,2,13/04/2016,4,09:26,1,1,1,0,2
-4.949347,50.377085,1,27/04/2016,4,06:28,1,1,2,0,2
-4.430633,50.429359,2,24/03/2016,5,15:47,1,2,2,0,2
-5.06474,50.241923,3,20/04/2016,4,12:39,1,1,1,0,2
-4.704195,50.442145,3,21/04/2016,5,18:47,1,1,1,0,2
-4.567544,50.455821,2,23/04/2016,7,12:15,1,1,1,0,2
-4.686492,50.612796,3,23/04/2016,7,12:00,1,1,1,0,2
-4.495545,50.457658,3,17/04/2016,1,19:56,1,1,1,0,2
-4.73066,50.62411,3,24/04/2016,1,15:40,1,1,1,0,2
-4.923164,50.395072,2,20/04/2016,4,08:41,1,1,1,0,2
-5.090477,50.408762,2,30/04/2016,7,20:25,1,1,1,0,1
