Longitude,Latitude,Accident_Severity,Date,Day_of_Week,Time,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Carriageway_Hazards,Urban_or_Rural_Area
-4.445722,56.045573,3,13/02/2016,7,05:30,4,2,4,0,2
-4.397818,56.009799,3,02/03/2016,4,14:30,1,4,2,0,2
-4.40667,56.015154,2,04/03/2016,6,17:20,1,1,1,0,2
-4.448829,56.066714,3,01/05/2016,1,11:45,1,1,2,0,2
-4.43521,56.069095,3,21/05/2016,7,06:55,1,2,2,0,2
-4.412643,56.073089,3,12/07/2016,3,15:00,1,1,1,0,2
-4.416823,56.031025,2,18/07/2016,2,17:07,1,1,1,0,2
-4.361862,56.010798,2,25/07/2016,2,14:00,1,2,2,0,2
-4.363978,56.014182,3,07/08/2016,1,15:00,1,1,1,0,2
-4.368466,55.983708,2,02/10/2016,1,14:05,1,1,1,0,2
-4.448108,56.047737,2,04/10/2016,3,19:15,1,1,1,0,2
-4.392849,56.075739,3,26/11/2016,7,08:49,1,1,2,0,2
-4.390508,55.863573,3,29/02/2016,2,17:00,1,1,1,0,1
-4.342565,55.873205,3,03/01/2016,1,02:45,4,1,2,0,1
-4.346005,55.877237,3,30/04/2016,7,02:30,4,1,2,0,1
-4.351997,55.845971,3,18/08/2016,5,15:15,1,1,1,0,1
-4.353652,55.877316,3,24/02/2016,4,15:00,1,1,1,0,1
-4.347788,55.877895,3,30/09/2016,6,16:50,1,1,2,0,1
-4.341767,55.87535,2,29/10/2016,7,21:00,4,2,2,0,1
-4.347055,55.877676,2,14/10/2016,6,14:20,1,1,1,0,1
-4.350214,55.882334,3,26/10/2016,4,18:20,4,1,1,0,1
-4.367971,55.916849,3,02/07/2016,7,18:30,1,2,2,0,1
-4.351588,55.903456,3,04/08/2016,5,12:05,1,1,1,0,1
-4.362409,55.882757,3,04/01/2016,2,13:00,1,1,2,0,1
-4.357938,55.884191,3,02/04/2016,7,16:20,1,1,1,0,1
-4.371896,55.894627,3,04/02/2016,5,18:15,4,2,2,0,1
-4.358245,55.907427,3,05/04/2016,3,17:37,1,1,1,0,1
-4.381018,55.910377,3,08/01/2016,6,08:15,1,8,4,0,1
-4.36357,55.882923,3,08/08/2016,2,20:30,1,1,1,0,1
-4.378405,55.888084,3,07/07/2016,5,21:35,4,1,1,0,1
-4.361845,55.887172,3,06/06/2016,2,17:05,1,1,1,0,1
-4.358327,55.900613,3,09/03/2016,4,08:18,1,1,1,0,1
-4.354175,55.877495,3,09/05/2016,2,10:20,1,1,1,0,1
-4.351768,55.879473,3,10/02/2016,4,18:10,4,1,1,0,1
-4.340604,55.893491,3,09/03/2016,4,10:15,1,1,2,0,1
-4.34517,55.897593,3,14/07/2016,5,07:04,1,1,1,0,1
-4.36869,55.88402,2,13/01/2016,4,16:25,5,2,2,0,1
-4.348568,55.888963,3,19/04/2016,3,11:00,1,1,1,0,1
-4.350123,55.900401,3,18/05/2016,4,16:31,1,1,2,0,1
-4.381586,55.88831,2,17/07/2016,1,22:00,4,1,1,0,1
-4.377329,55.902135,3,18/10/2016,3,06:50,1,1,1,0,1
-4.363912,55.892498,3,17/05/2016,3,17:45,1,1,2,0,1
-4.350081,55.911071,3,24/08/2016,4,12:12,1,1,1,0,1
-4.361313,55.882625,3,14/02/2016,1,07:20,1,1,4,0,1
-4.365498,55.916438,3,17/06/2016,6,15:00,1,1,1,0,1
-4.359795,55.897125,3,17/09/2016,7,08:25,1,1,1,0,1
-4.351865,55.87948,3,21/06/2016,3,19:04,1,1,1,0,1
-4.349004,55.904386,2,23/10/2016,1,23:25,4,2,2,0,1
-4.36669,55.883223,3,25/08/2016,5,16:37,1,1,1,0,1
-4.374041,55.891521,3,07/08/2016,1,15:00,1,1,1,0,1
-4.350949,55.885762,3,19/02/2016,6,15:35,1,1,1,0,1
-4.365139,55.918952,3,23/05/2016,2,18:20,1,1,1,0,1
-4.372374,55.91609,2,27/08/2016,7,12:00,1,1,1,0,1
-4.349959,55.90906,3,24/05/2016,3,15:10,1,1,1,0,1
-4.373549,55.886075,2,24/02/2016,4,15:20,1,1,1,0,1
-4.353599,55.880139,3,26/02/2016,6,19:50,4,1,1,0,1
-4.361466,55.90067,1,31/07/2016,1,12:50,1,1,1,0,1
-4.369323,55.900447,3,26/02/2016,6,17:10,1,1,1,0,1
-4.356012,55.905699,3,27/01/2016,4,16:30,1,2,2,0,1
-4.356362,55.885362,3,26/05/2016,5,17:20,1,2,2,0,1
-4.374079,55.903663,2,14/03/2016,2,10:30,1,1,1,0,1
-4.356238,55.881994,3,29/05/2016,1,20:15,1,1,1,0,1
-4.354249,55.906974,3,20/05/2016,6,17:20,1,2,2,0,1
-4.36509,55.889509,3,17/07/2016,1,20:30,1,1,1,0,1
-4.378406,55.888093,3,14/01/2016,5,10:45,1,1,2,0,1
-4.383118,55.890087,3,12/01/2016,3,15:20,1,9,2,0,1
-4.342143,55.894873,2,18/01/2016,2,07:15,4,2,2,0,1
-4.363923,55.882943,3,12/07/2016,3,17:05,1,1,1,0,1
-4.343767,55.923379,3,06/03/2016,1,07:55,1,1,1,0,1
-4.351801,55.946863,3,10/06/2016,6,15:37,1,1,1,0,2
-4.343449,55.933756,3,11/04/2016,2,14:30,1,2,2,0,2
-4.352936,55.933099,2,19/10/2016,4,15:30,1,1,1,0,1
-4.352934,55.933072,3,10/09/2016,7,09:00,1,1,1,0,1
-4.347139,55.926208,3,14/01/2016,5,13:00,1,9,1,0,1
-4.343559,55.926303,3,24/09/2016,7,12:00,1,2,2,0,1
-4.346604,55.93615,3,22/05/2016,1,15:20,1,1,1,0,2
-4.344793,55.853685,3,03/07/2016,1,14:20,1,2,2,0,1
-4.350673,55.834905,3,03/11/2016,5,11:40,1,2,2,0,1
-4.353467,55.845979,3,05/02/2016,6,12:00,1,2,2,0,1
-4.360234,55.84851,3,08/01/2016,6,15:48,1,2,2,0,1
-4.365016,55.850692,3,04/03/2016,6,15:44,1,1,1,0,1
-4.340827,55.856017,3,11/05/2016,4,16:50,1,1,1,0,1
-4.341054,55.855545,3,07/07/2016,5,19:40,1,1,1,0,1
-4.349515,55.850387,3,14/10/2016,6,20:14,6,1,2,0,1
-4.364026,55.852284,3,15/07/2016,6,10:50,1,1,1,0,1
-4.34081,55.855478,3,11/04/2016,2,12:43,1,1,1,0,1
-4.352836,55.845847,3,19/07/2016,3,12:20,1,1,1,0,1
-4.345036,55.842068,3,11/11/2016,6,17:40,4,2,2,0,1
-4.341999,55.845748,3,14/05/2016,7,10:50,1,1,1,0,1
-4.363767,55.855911,3,13/04/2016,4,16:45,1,1,1,0,1
-4.365107,55.866913,3,11/02/2016,5,08:00,1,1,1,0,1
-4.345992,55.824003,3,13/12/2016,3,08:40,1,1,1,0,1
-4.348985,55.859861,3,19/01/2016,3,16:15,1,1,1,0,1
-4.359758,55.84567,3,20/06/2016,2,16:58,1,1,1,0,1
-4.365068,55.839977,3,22/10/2016,7,18:45,4,1,1,0,1
-4.353561,55.807626,3,13/12/2016,3,08:04,4,1,2,0,1
-4.358863,55.84566,3,11/11/2016,6,14:20,1,1,1,0,1
-4.346009,55.818448,3,13/12/2016,3,11:15,5,1,2,0,1
-4.34111,55.852488,3,14/02/2016,1,20:50,4,8,2,0,1
-4.363959,55.85224,2,17/04/2016,1,18:35,1,1,1,0,1
-4.342018,55.831197,3,19/09/2016,2,16:00,1,1,1,0,1
-4.35415,55.845912,3,16/02/2016,3,06:50,4,4,1,0,1
-4.351997,55.845971,3,19/08/2016,6,06:55,1,1,1,0,1
-4.34531,55.852193,3,19/05/2016,5,07:40,1,1,1,0,1
-4.350053,55.845793,3,27/07/2016,4,14:00,1,1,1,0,1
-4.354626,55.845867,3,23/09/2016,6,12:25,1,1,1,0,1
