Longitude,Latitude,Accident_Severity,Date,Day_of_Week,Time,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Carriageway_Hazards,Urban_or_Rural_Area
-6.777903,57.952035,2,15/03/2016,3,15:30,1,1,1,7,2
-6.847312,57.931121,3,11/06/2016,7,10:10,1,1,1,0,2
-6.767039,57.898434,3,15/06/2016,4,12:00,1,4,1,0,2
-6.880263,58.126535,2,23/06/2016,5,17:00,1,1,1,0,2
-6.658697,58.068753,3,10/09/2016,7,15:40,1,1,1,0,2
-6.804757,57.898485,3,21/09/2016,4,17:00,1,1,2,0,2
-6.731433,58.261509,3,03/11/2016,5,11:30,1,2,2,0,2
