Longitude,Latitude,Accident_Severity,Date,Day_of_Week,Time,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Carriageway_Hazards,Urban_or_Rural_Area
-2.66003,54.504631,3,02/02/2016,3,18:20,6,4,1,0,2
-2.628675,54.933672,3,10/02/2016,4,08:42,4,1,4,0,2
-2.702849,54.946692,3,11/02/2016,5,17:15,1,1,2,0,2
-2.698601,54.404609,2,01/01/2016,6,10:30,4,1,2,0,2
-2.397759,54.544306,3,01/01/2016,6,04:14,6,1,1,0,2
-2.72018,54.63968,3,05/01/2016,3,23:48,6,1,2,0,2
-2.744499,54.32742,3,15/02/2016,2,14:10,1,1,1,0,1
-2.754586,54.666027,3,13/02/2016,7,14:30,1,1,2,0,1
-2.757993,54.661692,3,04/01/2016,2,14:20,1,2,2,0,1
-2.595844,54.365175,2,21/02/2016,1,00:43,6,4,2,0,2
-2.745325,54.328026,3,07/01/2016,5,17:55,4,1,2,0,1
-2.669855,54.50384,1,12/01/2016,3,06:48,6,5,2,0,2
-2.760359,54.806521,3,17/01/2016,1,02:30,6,1,3,0,2
-2.366314,54.455783,3,13/02/2016,7,01:04,6,1,1,0,2
-2.737137,54.334475,2,20/01/2016,4,09:10,1,1,1,0,1
-2.69395,54.679825,3,13/01/2016,4,12:00,6,1,2,0,2
-2.792941,54.889252,3,13/02/2016,7,14:28,1,2,2,0,2
-2.713534,54.654781,3,11/01/2016,2,07:21,7,8,2,0,2
-2.544144,54.538254,3,21/02/2016,1,18:10,6,8,2,0,2
-2.710844,54.654285,3,21/02/2016,1,16:45,1,8,2,0,2
-2.656173,54.354347,3,21/01/2016,5,09:05,1,8,4,0,2
-2.758547,54.653151,3,29/01/2016,6,08:14,6,5,2,0,2
-2.34809,54.473065,3,30/01/2016,7,20:35,4,8,2,0,2
-2.752865,54.88788,3,07/02/2016,1,10:26,1,9,2,0,2
-2.43588,54.810825,3,07/02/2016,1,15:30,1,9,2,0,2
-2.777099,54.349494,3,05/02/2016,6,11:58,1,1,2,0,2
-2.604699,54.407399,1,21/02/2016,1,12:10,1,5,2,3,2
-2.600881,54.416046,3,21/02/2016,1,16:20,1,2,2,0,2
-2.730975,54.755089,3,05/02/2016,6,14:30,1,2,2,0,2
-2.694869,54.680934,3,10/02/2016,4,00:02,6,1,1,0,2
-2.743008,54.655224,3,08/02/2016,2,16:15,1,1,1,0,2
-2.682138,54.949866,3,08/03/2016,3,17:21,1,1,1,0,2
-2.774194,54.91893,3,04/03/2016,6,08:45,1,1,2,0,2
-2.676216,54.950492,3,07/03/2016,2,08:47,4,1,1,0,2
-2.68828,54.692098,3,10/03/2016,5,01:10,6,1,4,0,2
-2.747445,54.93194,3,03/03/2016,5,11:30,1,1,1,0,2
-2.48017,54.54335,3,17/03/2016,5,21:23,6,1,1,0,2
-2.74211,54.329672,3,01/03/2016,3,18:25,4,1,1,0,1
-2.732496,54.643012,3,16/03/2016,4,15:00,1,1,1,0,2
-2.738294,54.332994,3,19/01/2016,3,15:32,1,1,1,0,1
-2.609431,54.453264,3,20/03/2016,1,10:10,1,1,1,0,2
-2.651177,54.698351,2,25/03/2016,6,14:28,1,1,1,0,2
-2.773528,54.329736,3,21/03/2016,2,13:40,1,1,1,0,2
-2.515355,54.590181,3,25/03/2016,6,09:40,1,1,1,0,2
-2.738298,54.689503,3,30/03/2016,4,14:30,1,1,1,0,2
-2.693855,54.812338,3,04/04/2016,2,21:14,6,1,1,0,2
-2.689804,54.688656,3,14/03/2016,2,07:20,1,1,4,0,2
-2.756349,54.33468,3,04/04/2016,2,17:25,1,1,1,0,1
-2.360961,54.779464,2,10/04/2016,1,13:15,1,1,4,0,2
-2.806317,54.368464,2,10/04/2016,1,20:36,4,1,1,0,2
-2.562657,54.620023,3,05/04/2016,3,17:40,1,1,1,0,2
-2.555181,54.442678,3,09/04/2016,7,16:05,1,1,1,0,2
-2.741354,54.330369,3,13/04/2016,4,14:20,1,2,2,0,1
-2.759707,54.669608,3,15/04/2016,6,10:58,1,2,2,0,1
-2.756269,54.664857,2,06/04/2016,4,16:00,1,1,2,0,1
-2.763596,54.922799,3,19/04/2016,3,15:57,1,1,1,0,2
-2.795902,54.931075,3,11/03/2016,6,18:25,6,1,1,0,2
-2.407318,54.851544,3,23/04/2016,7,14:42,1,1,1,7,2
-2.784409,54.355253,3,21/04/2016,5,13:40,1,1,1,0,2
-2.771519,54.920187,3,19/04/2016,3,12:30,1,1,1,0,2
-2.53619,54.631773,3,23/04/2016,7,20:57,6,1,1,0,2
-2.562657,54.620023,3,28/04/2016,5,09:15,1,1,1,0,2
-2.494872,54.588137,3,23/04/2016,7,19:11,1,1,1,0,2
-2.758431,54.653538,2,01/05/2016,1,16:22,1,1,1,0,2
-2.789682,55.036529,1,02/05/2016,2,21:45,6,9,2,0,2
-2.776588,54.348527,3,15/04/2016,6,10:12,1,1,1,0,2
-2.760112,54.653132,3,22/04/2016,6,10:48,1,1,1,2,2
-2.743997,54.838975,3,01/05/2016,1,09:33,1,4,2,0,2
-2.538006,54.602683,3,01/05/2016,1,10:30,1,4,1,0,2
-2.728006,54.73335,2,04/05/2016,4,16:20,1,1,1,0,2
-2.571913,54.770772,2,08/05/2016,1,16:05,1,1,1,0,2
-2.658066,54.620684,3,30/04/2016,7,19:10,1,1,1,0,2
-2.765687,54.652018,3,09/05/2016,2,08:40,1,1,1,0,2
-2.813653,54.370491,3,10/05/2016,3,14:25,1,1,1,0,2
-2.60643,54.377507,3,08/05/2016,1,09:10,1,1,1,0,2
-2.638141,54.330626,3,16/05/2016,2,06:09,1,1,1,0,2
-2.809991,54.616555,3,16/05/2016,2,15:54,1,1,1,0,2
-2.706158,54.748721,3,16/05/2016,2,19:20,1,1,1,0,2
-2.773678,54.728349,3,20/05/2016,6,19:20,1,1,1,0,2
-2.749411,54.332027,3,16/05/2016,2,08:30,1,1,1,0,1
-2.551272,54.76978,2,20/05/2016,6,14:19,1,1,1,0,2
-2.596006,54.444344,2,25/05/2016,4,04:22,1,1,1,0,2
-2.764514,54.665516,3,23/05/2016,2,18:00,1,1,1,0,1
-2.738188,54.333085,3,23/05/2016,2,19:00,1,1,1,0,1
-2.777099,54.349494,2,27/05/2016,6,07:44,1,1,1,0,2
-2.56685,54.770023,3,28/05/2016,7,20:30,1,1,1,0,2
-2.503695,54.588343,3,29/05/2016,1,14:23,1,1,1,0,2
-2.707814,54.938719,3,30/05/2016,2,16:30,1,1,1,0,2
-2.562893,54.62031,3,08/06/2016,4,13:50,1,1,1,0,2
-2.614999,54.455303,3,04/03/2016,6,18:02,6,4,2,0,2
-2.498159,54.776184,3,19/06/2016,1,11:32,1,1,1,0,2
-2.73351,54.333787,2,15/06/2016,4,19:15,1,1,1,0,1
