Longitude,Latitude,Accident_Severity,Date,Day_of_Week,Time,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Carriageway_Hazards,Urban_or_Rural_Area
-3.422852,56.040897,3,08/01/2016,6,07:04,4,2,2,0,1
-3.323692,56.05016,3,01/01/2016,6,00:25,6,2,2,0,2
-3.426527,56.033037,3,11/01/2016,2,08:30,1,1,2,0,1
-3.46181,56.07821,3,14/01/2016,5,07:35,4,8,4,0,1
-3.404166,55.998447,3,16/01/2016,7,10:00,1,1,1,0,2
-3.386273,56.085326,3,21/01/2016,5,14:15,1,2,2,0,2
-3.422669,56.078244,2,22/01/2016,6,21:30,4,1,2,0,1
-3.415571,56.058189,2,28/01/2016,5,06:00,1,1,1,0,1
-3.42264,56.078308,3,29/01/2016,6,21:30,4,2,2,0,1
-3.474019,56.044035,2,29/01/2016,6,11:00,1,6,2,0,2
-3.403811,56.00501,3,01/02/2016,2,10:00,1,5,2,0,2
-3.426172,56.04386,3,02/02/2016,3,19:38,4,1,2,0,1
-3.445208,56.061368,3,05/02/2016,6,17:10,4,1,2,0,1
-3.417135,56.036452,3,09/02/2016,3,15:45,1,2,2,0,1
-3.415548,56.06368,3,17/02/2016,4,12:40,1,1,2,0,1
-3.562957,56.07972,3,22/02/2016,2,06:45,6,9,4,0,2
-3.403437,56.082257,3,22/02/2016,2,08:35,1,2,2,0,2
-3.409421,56.066122,3,25/02/2016,5,07:15,1,1,4,0,2
-3.272468,56.070476,1,05/03/2016,7,13:00,1,1,1,0,2
-3.435566,56.043059,3,07/03/2016,2,21:01,4,1,1,0,1
-3.461622,56.070259,3,13/02/2016,7,19:00,4,9,1,0,1
-3.382622,56.057448,3,15/03/2016,3,16:30,1,1,2,0,2
-3.447109,56.033642,3,21/03/2016,2,06:30,1,1,1,0,2
-3.407254,56.022071,3,20/03/2016,1,10:20,1,1,1,0,1
-3.384085,56.055698,3,22/03/2016,3,14:55,1,1,1,0,2
-3.456613,56.072906,3,24/03/2016,5,18:00,1,1,1,0,1
-3.388023,56.054,3,03/04/2016,1,10:04,1,2,2,0,2
-3.445122,56.056499,3,05/01/2016,3,20:11,4,2,2,0,1
-3.408684,56.033134,2,05/04/2016,3,22:55,6,1,1,0,2
-3.386051,56.085418,3,07/04/2016,5,22:34,6,1,1,0,2
-3.482589,56.078285,2,03/04/2016,1,17:00,1,1,1,0,1
-3.431401,56.050252,3,19/04/2016,3,09:30,1,1,1,0,2
-3.469102,56.037992,3,24/04/2016,1,21:45,6,1,1,0,2
-3.231367,56.059661,3,22/04/2016,6,14:35,1,1,1,0,2
-3.454927,56.066546,3,25/04/2016,2,15:45,1,1,1,0,1
-3.427939,56.04694,3,24/05/2016,3,16:55,1,1,1,0,2
-3.395121,56.055358,3,05/05/2016,5,19:45,1,1,1,0,2
-3.42804,56.060957,3,06/05/2016,6,09:00,1,1,1,0,1
-3.568387,56.084432,2,15/05/2016,1,15:55,1,1,1,0,2
-3.230279,56.059268,3,15/05/2016,1,13:00,1,1,1,0,2
-3.449239,56.078906,3,16/05/2016,2,06:55,1,1,1,0,1
-3.40284,56.026462,3,18/05/2016,4,11:47,1,1,1,0,2
-3.451118,56.067777,2,19/05/2016,5,12:55,1,1,1,0,1
-3.399983,56.04726,2,31/05/2016,3,18:00,1,1,1,0,2
-3.427853,56.037668,3,01/06/2016,4,16:30,1,1,1,0,1
-3.415822,56.059777,3,02/06/2016,5,09:45,1,1,1,0,1
-3.399449,56.0467,3,02/06/2016,5,07:05,1,1,1,0,2
-3.340879,56.048052,3,05/06/2016,1,16:50,1,1,1,0,2
-3.455194,56.066381,3,03/06/2016,6,12:15,1,1,1,0,1
-3.394142,56.048692,1,18/06/2016,7,19:57,1,1,1,0,2
-3.449584,56.067993,3,22/06/2016,4,17:30,1,1,1,0,1
-3.437231,56.076189,3,26/06/2016,1,13:45,1,1,1,0,1
-3.544296,56.059512,2,09/07/2016,7,08:35,1,2,2,0,2
-3.403429,56.025008,3,11/07/2016,2,06:53,1,1,2,0,2
-3.442529,56.02746,2,14/01/2016,5,06:50,4,1,1,0,1
-3.472742,56.076678,3,22/07/2016,6,17:33,1,1,2,0,1
-3.449239,56.078897,3,30/07/2016,7,13:45,1,1,1,0,1
-3.444615,56.063118,3,02/07/2016,7,19:07,1,1,1,0,1
-3.408847,56.030131,3,06/08/2016,7,09:50,1,1,1,0,1
-3.413125,56.045304,3,09/08/2016,3,18:30,1,2,2,0,2
-3.455598,56.066862,3,11/08/2016,5,16:06,1,1,1,0,1
-3.30717,56.077221,2,12/08/2016,6,15:30,1,2,2,0,2
-3.403777,56.075244,3,15/08/2016,2,16:50,1,1,1,0,2
-3.451431,56.064125,3,15/08/2016,2,17:15,1,1,1,0,1
-3.167108,56.083971,3,15/08/2016,2,20:00,1,1,1,0,2
-3.403677,56.00928,3,17/08/2016,4,14:55,1,1,1,0,2
-3.387379,56.08393,3,20/08/2016,7,22:40,4,1,1,0,2
-3.471287,56.041003,3,19/08/2016,6,16:30,1,2,2,0,2
-3.384426,56.052198,3,23/08/2016,3,18:20,1,2,2,0,2
-3.459407,56.071588,3,28/08/2016,1,14:54,1,1,1,0,1
-3.281547,56.080743,3,31/08/2016,4,13:18,1,1,1,0,2
-3.315746,56.060579,3,31/08/2016,4,18:00,1,1,1,0,2
-3.368173,56.041228,3,02/09/2016,6,06:30,1,1,1,0,2
-3.415071,56.055939,3,06/09/2016,3,19:55,4,2,2,0,2
-3.426492,56.036452,3,19/03/2016,7,18:00,1,1,1,0,1
-3.417877,56.060202,3,07/09/2016,4,20:00,1,1,1,0,1
-3.421174,56.075584,3,10/09/2016,7,18:50,1,1,1,0,1
-3.236324,56.06149,3,11/09/2016,1,09:40,1,1,1,0,2
-3.407152,56.038229,3,15/09/2016,5,09:30,1,1,2,0,2
-3.407927,56.022926,2,16/09/2016,6,21:14,6,1,1,0,1
-3.414974,56.055922,3,30/08/2016,3,15:00,1,1,1,0,2
-3.476096,56.075308,3,04/10/2016,3,21:20,4,1,1,0,1
-3.437182,56.066233,3,05/10/2016,4,19:30,4,1,1,0,1
-3.426226,56.036617,3,06/10/2016,5,15:20,1,1,1,0,1
-3.403474,56.013398,2,13/10/2016,5,21:10,4,1,1,0,2
-3.345536,56.047138,3,16/10/2016,1,11:20,1,2,2,0,2
-3.382987,56.059115,2,23/10/2016,1,22:50,6,1,2,0,2
-3.407328,56.037787,3,27/10/2016,5,15:55,1,1,2,0,2
-3.430909,56.070772,3,05/10/2016,4,14:30,1,1,1,0,1
-3.431672,56.050635,2,01/11/2016,3,06:50,4,1,2,0,2
-3.461331,56.073623,2,02/11/2016,4,12:38,1,1,1,0,1
-3.455653,56.06661,3,08/11/2016,3,15:00,1,1,1,0,1
-3.292594,56.078561,3,18/11/2016,6,07:10,6,1,4,0,2
-3.410337,56.063946,3,19/11/2016,7,22:25,4,1,2,0,2
-3.443302,56.055055,3,25/11/2016,6,10:30,1,1,2,0,1
-3.38978,56.07427,3,27/11/2016,1,11:47,1,1,1,0,2
-3.404092,56.044131,3,30/11/2016,4,09:55,1,1,1,0,2
-3.40354,56.011699,3,09/12/2016,6,13:10,4,1,1,0,2
-3.375191,56.083716,3,29/11/2016,3,09:20,1,1,2,0,2
-3.421715,56.039661,3,15/12/2016,5,17:45,4,1,2,0,1
-3.360857,56.040905,3,15/12/2016,5,07:40,1,1,2,0,2
-3.426611,56.033144,2,15/12/2016,5,08:06,1,6,2,0,1
-3.568527,56.084708,3,14/12/2016,4,15:15,1,1,2,0,2
-3.291998,56.058826,3,19/12/2016,2,06:40,6,1,1,0,2
